name,type3B_T1.G.1_T1.G.1_gap2,type3B_T1.G.1_T1.G.2_gap2,type3B_T1.G.2_T1.G.1_gap2,type3B_T1.G.2_T1.G.2_gap2,target
CPP_positive_512,2.0,1.0,0.0,0.0,1
CPP_positive_513,5.0,0.0,1.0,1.0,1
CPP_positive_514,1.0,0.0,3.0,0.0,1
CPP_positive_515,2.0,0.0,2.0,0.0,1
CPP_positive_516,3.0,2.0,2.0,0.0,1
CPP_positive_517,2.0,0.0,1.0,0.0,1
CPP_positive_518,3.0,0.0,1.0,0.0,1
CPP_positive_519,3.0,0.0,1.0,0.0,1
CPP_positive_520,2.0,1.0,2.0,0.0,1
CPP_positive_521,6.0,2.0,0.0,0.0,1
CPP_positive_522,2.0,0.0,1.0,0.0,1
CPP_positive_523,3.0,0.0,0.0,0.0,1
CPP_positive_524,3.0,0.0,0.0,0.0,1
CPP_positive_525,2.0,1.0,0.0,0.0,1
CPP_positive_526,2.0,1.0,0.0,0.0,1
CPP_positive_527,2.0,0.0,0.0,0.0,1
CPP_positive_528,1.0,0.0,0.0,1.0,1
CPP_positive_529,1.0,0.0,0.0,1.0,1
CPP_positive_530,2.0,0.0,0.0,0.0,1
CPP_positive_531,5.0,1.0,0.0,1.0,1
CPP_positive_532,0.0,3.0,0.0,0.0,1
CPP_positive_533,3.0,0.0,0.0,0.0,1
CPP_positive_534,3.0,0.0,0.0,0.0,1
CPP_positive_535,7.0,0.0,0.0,2.0,1
CPP_positive_536,6.0,1.0,0.0,0.0,1
CPP_positive_537,8.0,0.0,0.0,0.0,1
CPP_positive_538,1.0,0.0,1.0,0.0,1
CPP_positive_539,6.0,1.0,1.0,0.0,1
CPP_positive_540,3.0,0.0,1.0,0.0,1
CPP_positive_541,6.0,0.0,0.0,0.0,1
CPP_positive_542,8.0,0.0,0.0,0.0,1
CPP_positive_543,12.0,0.0,0.0,0.0,1
CPP_positive_544,1.0,1.0,0.0,0.0,1
CPP_positive_545,3.0,0.0,0.0,0.0,1
CPP_positive_546,2.0,1.0,0.0,0.0,1
CPP_positive_547,2.0,0.0,0.0,0.0,1
CPP_positive_548,4.0,0.0,0.0,0.0,1
CPP_positive_549,5.0,0.0,0.0,0.0,1
CPP_positive_550,4.0,0.0,0.0,1.0,1
CPP_positive_551,4.0,0.0,0.0,1.0,1
CPP_positive_552,6.0,0.0,0.0,0.0,1
CPP_positive_553,3.0,0.0,1.0,0.0,1
CPP_positive_554,2.0,2.0,1.0,0.0,1
CPP_positive_555,1.0,3.0,1.0,0.0,1
CPP_positive_556,1.0,3.0,1.0,0.0,1
CPP_positive_557,5.0,0.0,2.0,0.0,1
CPP_positive_558,3.0,2.0,1.0,0.0,1
CPP_positive_559,0.0,2.0,3.0,0.0,1
CPP_positive_560,3.0,1.0,0.0,0.0,1
CPP_positive_561,3.0,2.0,1.0,2.0,1
CPP_positive_562,1.0,2.0,0.0,0.0,1
CPP_positive_563,1.0,0.0,2.0,0.0,1
CPP_positive_564,3.0,0.0,0.0,0.0,1
CPP_positive_565,1.0,0.0,1.0,1.0,1
CPP_positive_566,0.0,1.0,2.0,0.0,1
CPP_positive_567,1.0,1.0,1.0,0.0,1
CPP_positive_568,2.0,0.0,1.0,0.0,1
CPP_positive_569,2.0,0.0,1.0,0.0,1
CPP_positive_570,1.0,2.0,0.0,0.0,1
CPP_positive_571,1.0,0.0,2.0,1.0,1
CPP_positive_572,0.0,1.0,2.0,0.0,1
CPP_positive_573,0.0,1.0,2.0,0.0,1
CPP_negative_574,6.0,1.0,2.0,0.0,0
CPP_negative_575,3.0,1.0,2.0,1.0,0
CPP_negative_576,2.0,4.0,0.0,0.0,0
CPP_negative_577,6.0,4.0,0.0,0.0,0
CPP_negative_578,5.0,0.0,0.0,1.0,0
CPP_negative_579,3.0,1.0,1.0,0.0,0
CPP_negative_580,6.0,1.0,0.0,0.0,0
CPP_negative_581,8.0,0.0,0.0,0.0,0
CPP_negative_582,11.0,0.0,0.0,1.0,0
CPP_negative_583,3.0,1.0,1.0,0.0,0
CPP_negative_584,9.0,0.0,2.0,0.0,0
CPP_negative_585,2.0,0.0,2.0,1.0,0
CPP_negative_586,8.0,2.0,1.0,0.0,0
CPP_negative_587,5.0,0.0,0.0,0.0,0
CPP_negative_588,8.0,0.0,1.0,0.0,0
CPP_negative_589,4.0,1.0,1.0,0.0,0
CPP_negative_590,5.0,1.0,1.0,1.0,0
CPP_negative_591,7.0,1.0,0.0,0.0,0
CPP_negative_592,3.0,0.0,1.0,0.0,0
CPP_negative_593,4.0,1.0,0.0,0.0,0
CPP_negative_594,4.0,2.0,0.0,0.0,0
CPP_negative_595,7.0,1.0,2.0,0.0,0
CPP_negative_596,4.0,1.0,1.0,0.0,0
CPP_negative_597,3.0,1.0,1.0,1.0,0
CPP_negative_598,5.0,2.0,1.0,0.0,0
CPP_negative_599,3.0,1.0,2.0,0.0,0
CPP_negative_600,6.0,0.0,1.0,0.0,0
CPP_negative_601,3.0,4.0,0.0,0.0,0
CPP_negative_602,6.0,2.0,1.0,0.0,0
CPP_negative_603,6.0,0.0,1.0,1.0,0
CPP_negative_604,4.0,1.0,0.0,0.0,0
CPP_negative_605,6.0,1.0,0.0,0.0,0
CPP_negative_606,6.0,2.0,0.0,1.0,0
CPP_negative_607,6.0,0.0,0.0,0.0,0
CPP_negative_608,5.0,3.0,3.0,0.0,0
CPP_negative_609,7.0,2.0,0.0,0.0,0
CPP_negative_610,8.0,1.0,1.0,1.0,0
CPP_negative_611,4.0,0.0,0.0,1.0,0
CPP_negative_612,4.0,0.0,0.0,0.0,0
CPP_negative_613,1.0,1.0,1.0,1.0,0
CPP_negative_614,5.0,2.0,2.0,0.0,0
CPP_negative_615,3.0,1.0,1.0,0.0,0
CPP_negative_616,6.0,2.0,1.0,0.0,0
CPP_negative_617,6.0,4.0,1.0,0.0,0
CPP_negative_618,4.0,1.0,2.0,0.0,0
CPP_negative_619,2.0,1.0,0.0,0.0,0
CPP_negative_620,4.0,0.0,2.0,1.0,0
CPP_negative_621,3.0,1.0,1.0,0.0,0
CPP_negative_622,2.0,1.0,1.0,0.0,0
CPP_negative_623,2.0,1.0,3.0,0.0,0
CPP_negative_624,3.0,0.0,0.0,0.0,0
CPP_negative_625,5.0,2.0,1.0,0.0,0
CPP_negative_626,3.0,4.0,0.0,0.0,0
CPP_negative_627,2.0,1.0,1.0,0.0,0
CPP_negative_628,5.0,0.0,1.0,0.0,0
CPP_negative_629,0.0,3.0,1.0,0.0,0
CPP_negative_630,3.0,1.0,2.0,0.0,0
CPP_negative_631,4.0,3.0,0.0,0.0,0
CPP_negative_632,5.0,1.0,0.0,2.0,0
CPP_negative_633,5.0,1.0,2.0,0.0,0
CPP_negative_634,7.0,1.0,2.0,0.0,0
CPP_negative_635,3.0,0.0,0.0,0.0,0
CPP_negative_636,6.0,0.0,2.0,0.0,0
CPP_negative_637,6.0,1.0,1.0,0.0,0
CPP_negative_638,4.0,2.0,1.0,0.0,0
CPP_negative_639,2.0,1.0,1.0,0.0,0
CPP_negative_640,6.0,1.0,2.0,1.0,0
CPP_negative_641,2.0,0.0,0.0,2.0,0
CPP_negative_642,0.0,1.0,1.0,0.0,0
CPP_negative_643,5.0,3.0,2.0,0.0,0
CPP_negative_644,3.0,0.0,1.0,1.0,0
CPP_negative_645,3.0,5.0,1.0,0.0,0
CPP_negative_646,1.0,1.0,0.0,0.0,0
CPP_negative_647,4.0,1.0,1.0,0.0,0
CPP_negative_648,3.0,0.0,3.0,0.0,0
CPP_negative_649,2.0,0.0,1.0,0.0,0
CPP_negative_650,5.0,0.0,0.0,0.0,0
CPP_negative_651,5.0,1.0,0.0,0.0,0
CPP_negative_652,6.0,1.0,3.0,0.0,0
CPP_negative_653,1.0,0.0,0.0,1.0,0
CPP_negative_654,3.0,3.0,2.0,0.0,0
CPP_negative_655,5.0,3.0,1.0,0.0,0
CPP_negative_656,6.0,0.0,1.0,0.0,0
CPP_negative_657,8.0,1.0,0.0,0.0,0
CPP_negative_658,8.0,0.0,2.0,0.0,0
CPP_negative_659,2.0,1.0,1.0,2.0,0
CPP_negative_660,3.0,0.0,0.0,0.0,0
CPP_negative_661,4.0,1.0,0.0,0.0,0
CPP_negative_662,4.0,1.0,0.0,0.0,0
CPP_negative_663,1.0,0.0,1.0,0.0,0
CPP_negative_664,3.0,3.0,1.0,0.0,0
CPP_negative_665,8.0,0.0,1.0,0.0,0
CPP_negative_666,5.0,1.0,0.0,2.0,0
CPP_negative_667,9.0,0.0,0.0,1.0,0
CPP_negative_668,2.0,1.0,2.0,0.0,0
CPP_negative_669,6.0,3.0,2.0,0.0,0
CPP_negative_670,6.0,2.0,2.0,1.0,0
CPP_negative_671,2.0,2.0,0.0,0.0,0
CPP_negative_672,6.0,0.0,3.0,1.0,0
CPP_negative_673,6.0,3.0,2.0,1.0,0
CPP_negative_674,4.0,0.0,0.0,0.0,0
CPP_negative_675,4.0,0.0,2.0,1.0,0
CPP_negative_676,4.0,3.0,3.0,0.0,0
CPP_negative_677,2.0,0.0,1.0,0.0,0
CPP_negative_678,5.0,0.0,1.0,1.0,0
CPP_negative_679,2.0,2.0,1.0,2.0,0
CPP_negative_680,2.0,0.0,1.0,0.0,0
CPP_negative_681,4.0,1.0,1.0,0.0,0
CPP_negative_682,3.0,0.0,1.0,1.0,0
CPP_negative_683,7.0,1.0,0.0,0.0,0
CPP_negative_684,7.0,0.0,1.0,0.0,0
CPP_negative_685,8.0,1.0,1.0,0.0,0
CPP_negative_686,6.0,3.0,2.0,0.0,0
CPP_negative_687,1.0,1.0,3.0,0.0,0
CPP_negative_688,3.0,1.0,0.0,0.0,0
CPP_negative_689,7.0,2.0,0.0,1.0,0
CPP_negative_690,3.0,2.0,2.0,0.0,0
CPP_negative_691,2.0,0.0,2.0,0.0,0
CPP_negative_692,5.0,1.0,1.0,0.0,0
CPP_negative_693,2.0,0.0,0.0,0.0,0
CPP_negative_694,3.0,1.0,2.0,2.0,0
CPP_negative_695,2.0,0.0,0.0,2.0,0
CPP_negative_696,7.0,2.0,0.0,2.0,0
CPP_negative_697,4.0,1.0,0.0,0.0,0
CPP_negative_698,4.0,1.0,0.0,1.0,0
CPP_negative_699,3.0,0.0,0.0,2.0,0
CPP_negative_700,4.0,0.0,1.0,0.0,0
CPP_negative_701,8.0,1.0,1.0,0.0,0
CPP_negative_702,7.0,2.0,1.0,1.0,0
CPP_negative_703,3.0,2.0,1.0,0.0,0
CPP_negative_704,4.0,0.0,2.0,1.0,0
CPP_negative_705,3.0,0.0,1.0,1.0,0
CPP_negative_706,4.0,1.0,1.0,0.0,0
CPP_negative_707,3.0,0.0,1.0,0.0,0
CPP_negative_708,6.0,0.0,1.0,1.0,0
CPP_negative_709,3.0,0.0,0.0,0.0,0
CPP_negative_710,7.0,1.0,1.0,0.0,0
CPP_negative_711,4.0,1.0,3.0,0.0,0
CPP_negative_712,6.0,0.0,0.0,2.0,0
CPP_negative_713,6.0,0.0,1.0,0.0,0
CPP_negative_714,7.0,1.0,0.0,0.0,0
CPP_negative_715,6.0,1.0,0.0,0.0,0
CPP_negative_716,6.0,0.0,1.0,1.0,0
CPP_negative_717,6.0,1.0,1.0,0.0,0
CPP_negative_718,2.0,0.0,0.0,0.0,0
CPP_negative_719,3.0,1.0,2.0,1.0,0
CPP_negative_720,8.0,1.0,1.0,0.0,0
CPP_negative_721,1.0,2.0,2.0,0.0,0
CPP_negative_722,7.0,2.0,2.0,0.0,0
CPP_negative_723,3.0,1.0,2.0,0.0,0
CPP_negative_724,4.0,1.0,0.0,0.0,0
CPP_negative_725,3.0,1.0,3.0,0.0,0
CPP_negative_726,6.0,0.0,0.0,0.0,0
CPP_negative_727,1.0,5.0,0.0,0.0,0
CPP_negative_728,1.0,1.0,3.0,0.0,0
CPP_negative_729,8.0,1.0,2.0,0.0,0
CPP_negative_730,6.0,4.0,1.0,0.0,0
CPP_negative_731,5.0,0.0,0.0,0.0,0
CPP_negative_732,5.0,3.0,1.0,0.0,0
CPP_negative_733,3.0,0.0,1.0,0.0,0
CPP_negative_734,7.0,1.0,2.0,0.0,0
CPP_negative_735,4.0,0.0,1.0,0.0,0
CPP_negative_736,4.0,2.0,0.0,0.0,0
CPP_negative_737,4.0,3.0,1.0,0.0,0
CPP_negative_738,2.0,5.0,1.0,1.0,0
CPP_negative_739,10.0,0.0,2.0,1.0,0
CPP_negative_740,3.0,0.0,2.0,0.0,0
CPP_negative_741,7.0,1.0,1.0,0.0,0
CPP_negative_742,3.0,0.0,0.0,0.0,0
CPP_negative_743,5.0,2.0,2.0,0.0,0
CPP_negative_744,9.0,1.0,1.0,0.0,0
CPP_negative_745,8.0,0.0,1.0,0.0,0
CPP_negative_746,3.0,0.0,0.0,1.0,0
CPP_negative_747,4.0,0.0,2.0,0.0,0
CPP_negative_748,4.0,1.0,1.0,0.0,0
CPP_negative_749,6.0,1.0,0.0,0.0,0
CPP_negative_750,2.0,2.0,0.0,0.0,0
CPP_negative_751,7.0,2.0,1.0,0.0,0
CPP_negative_752,4.0,1.0,2.0,0.0,0
CPP_negative_753,7.0,2.0,0.0,0.0,0
CPP_negative_754,7.0,0.0,0.0,0.0,0
CPP_negative_755,3.0,1.0,0.0,1.0,0
CPP_negative_756,4.0,1.0,3.0,2.0,0
CPP_negative_757,6.0,1.0,1.0,0.0,0
CPP_negative_758,4.0,0.0,1.0,1.0,0
CPP_negative_759,8.0,1.0,0.0,0.0,0
CPP_negative_760,7.0,2.0,0.0,2.0,0
CPP_negative_761,8.0,2.0,1.0,0.0,0
CPP_negative_762,5.0,0.0,1.0,0.0,0
CPP_negative_763,5.0,0.0,0.0,0.0,0
CPP_negative_764,7.0,0.0,2.0,0.0,0
CPP_negative_765,6.0,0.0,1.0,0.0,0
CPP_negative_766,5.0,1.0,1.0,0.0,0
CPP_negative_767,5.0,0.0,2.0,0.0,0
CPP_negative_768,3.0,2.0,0.0,0.0,0
CPP_negative_769,5.0,0.0,1.0,0.0,0
CPP_negative_770,2.0,2.0,0.0,0.0,0
CPP_negative_771,4.0,0.0,0.0,0.0,0
CPP_negative_772,7.0,0.0,2.0,2.0,0
CPP_negative_773,2.0,1.0,0.0,0.0,0
CPP_negative_774,1.0,3.0,2.0,2.0,0
CPP_negative_775,3.0,1.0,0.0,0.0,0
CPP_negative_776,4.0,3.0,2.0,0.0,0
CPP_negative_777,7.0,1.0,0.0,0.0,0
CPP_negative_778,6.0,0.0,0.0,0.0,0
CPP_negative_779,3.0,2.0,1.0,0.0,0
CPP_negative_780,4.0,3.0,2.0,0.0,0
CPP_negative_781,5.0,3.0,0.0,0.0,0
CPP_negative_782,5.0,3.0,0.0,0.0,0
CPP_negative_783,4.0,1.0,4.0,1.0,0
CPP_negative_784,4.0,1.0,0.0,0.0,0
CPP_negative_785,2.0,3.0,2.0,0.0,0
CPP_negative_786,2.0,2.0,2.0,0.0,0
CPP_negative_787,6.0,1.0,2.0,0.0,0
CPP_negative_788,1.0,3.0,1.0,0.0,0
CPP_negative_789,6.0,0.0,1.0,1.0,0
CPP_negative_790,6.0,0.0,2.0,0.0,0
CPP_negative_791,7.0,2.0,2.0,0.0,0
CPP_negative_792,4.0,2.0,1.0,0.0,0
CPP_negative_793,3.0,2.0,0.0,0.0,0
CPP_negative_794,3.0,0.0,0.0,0.0,0
CPP_negative_795,4.0,0.0,2.0,0.0,0
CPP_negative_796,4.0,1.0,1.0,1.0,0
CPP_negative_797,6.0,0.0,1.0,0.0,0
CPP_negative_798,5.0,2.0,2.0,0.0,0
CPP_negative_799,7.0,1.0,1.0,0.0,0
CPP_negative_800,6.0,0.0,2.0,0.0,0
CPP_negative_801,1.0,0.0,0.0,1.0,0
CPP_negative_802,3.0,1.0,0.0,0.0,0
CPP_negative_803,9.0,2.0,0.0,0.0,0
CPP_negative_804,5.0,0.0,1.0,0.0,0
CPP_negative_805,8.0,1.0,2.0,0.0,0
CPP_negative_806,4.0,2.0,1.0,0.0,0
CPP_negative_807,7.0,3.0,1.0,0.0,0
CPP_negative_808,3.0,1.0,2.0,0.0,0
CPP_negative_809,7.0,3.0,0.0,1.0,0
CPP_negative_810,3.0,0.0,0.0,1.0,0
CPP_negative_811,6.0,0.0,2.0,1.0,0
CPP_negative_812,2.0,0.0,1.0,2.0,0
CPP_negative_813,3.0,0.0,0.0,1.0,0
CPP_negative_814,9.0,1.0,1.0,0.0,0
CPP_negative_815,3.0,1.0,0.0,0.0,0
CPP_negative_816,2.0,3.0,1.0,0.0,0
CPP_negative_817,3.0,0.0,1.0,0.0,0
CPP_negative_818,4.0,2.0,0.0,0.0,0
CPP_negative_819,1.0,1.0,0.0,0.0,0
CPP_negative_820,4.0,1.0,1.0,1.0,0
CPP_negative_821,11.0,0.0,0.0,0.0,0
CPP_negative_822,6.0,1.0,0.0,1.0,0
CPP_negative_823,6.0,1.0,4.0,0.0,0
CPP_negative_824,5.0,0.0,2.0,0.0,0
CPP_negative_825,4.0,1.0,1.0,0.0,0
CPP_negative_826,2.0,1.0,0.0,1.0,0
CPP_negative_827,2.0,2.0,0.0,0.0,0
CPP_negative_828,7.0,3.0,0.0,0.0,0
CPP_negative_829,7.0,2.0,0.0,2.0,0
CPP_negative_830,4.0,2.0,0.0,0.0,0
CPP_negative_831,4.0,1.0,0.0,0.0,0
CPP_negative_832,4.0,1.0,0.0,0.0,0
CPP_negative_833,5.0,2.0,2.0,0.0,0
CPP_negative_834,7.0,1.0,2.0,0.0,0
CPP_negative_835,6.0,1.0,1.0,0.0,0
CPP_negative_836,1.0,1.0,4.0,0.0,0
CPP_negative_837,5.0,0.0,1.0,0.0,0
CPP_negative_838,2.0,1.0,3.0,0.0,0
CPP_negative_839,8.0,3.0,0.0,0.0,0
CPP_negative_840,3.0,1.0,0.0,0.0,0
CPP_negative_841,6.0,3.0,0.0,0.0,0
CPP_negative_842,1.0,2.0,1.0,0.0,0
CPP_negative_843,1.0,1.0,0.0,0.0,0
CPP_negative_844,10.0,0.0,0.0,0.0,0
CPP_negative_845,4.0,2.0,0.0,0.0,0
CPP_negative_846,4.0,1.0,1.0,1.0,0
CPP_negative_847,4.0,1.0,0.0,0.0,0
CPP_negative_848,4.0,1.0,2.0,0.0,0
CPP_negative_849,3.0,1.0,0.0,0.0,0
CPP_negative_850,5.0,1.0,1.0,0.0,0
CPP_negative_851,7.0,0.0,0.0,0.0,0
CPP_negative_852,2.0,1.0,0.0,1.0,0
CPP_negative_853,8.0,1.0,1.0,0.0,0
CPP_negative_854,1.0,0.0,2.0,0.0,0
CPP_negative_855,5.0,2.0,1.0,0.0,0
CPP_negative_856,6.0,1.0,0.0,0.0,0
CPP_negative_857,2.0,0.0,1.0,1.0,0
CPP_negative_858,6.0,1.0,0.0,0.0,0
CPP_negative_859,4.0,0.0,2.0,0.0,0
CPP_negative_860,9.0,0.0,0.0,0.0,0
CPP_negative_861,3.0,1.0,2.0,0.0,0
CPP_negative_862,5.0,1.0,5.0,1.0,0
CPP_negative_863,5.0,2.0,1.0,0.0,0
CPP_negative_864,7.0,3.0,0.0,0.0,0
CPP_negative_865,5.0,2.0,3.0,0.0,0
CPP_negative_866,3.0,0.0,0.0,1.0,0
CPP_negative_867,5.0,1.0,0.0,0.0,0
CPP_negative_868,3.0,1.0,1.0,1.0,0
CPP_negative_869,2.0,1.0,0.0,0.0,0
CPP_negative_870,4.0,2.0,0.0,0.0,0
CPP_negative_871,5.0,3.0,1.0,2.0,0
CPP_negative_872,2.0,0.0,3.0,0.0,0
CPP_negative_873,7.0,3.0,2.0,1.0,0
CPP_negative_874,2.0,4.0,2.0,1.0,0
CPP_negative_875,2.0,0.0,1.0,0.0,0
CPP_negative_876,3.0,0.0,1.0,0.0,0
CPP_negative_877,3.0,1.0,0.0,0.0,0
CPP_negative_878,3.0,1.0,2.0,0.0,0
CPP_negative_879,7.0,1.0,2.0,0.0,0
CPP_negative_880,8.0,1.0,1.0,0.0,0
CPP_negative_881,3.0,1.0,1.0,0.0,0
CPP_negative_882,8.0,1.0,0.0,0.0,0
CPP_negative_883,5.0,0.0,2.0,1.0,0
CPP_negative_884,3.0,0.0,0.0,0.0,0
CPP_negative_885,0.0,0.0,2.0,0.0,0
CPP_negative_886,6.0,0.0,1.0,0.0,0
CPP_negative_887,2.0,2.0,2.0,2.0,0
CPP_negative_888,3.0,1.0,2.0,0.0,0
CPP_negative_889,3.0,0.0,1.0,0.0,0
CPP_negative_890,3.0,0.0,0.0,1.0,0
CPP_negative_891,3.0,1.0,0.0,1.0,0
CPP_negative_892,3.0,1.0,0.0,0.0,0
CPP_negative_893,5.0,1.0,0.0,0.0,0
CPP_negative_894,3.0,2.0,1.0,0.0,0
CPP_negative_895,6.0,1.0,2.0,0.0,0
CPP_negative_896,4.0,0.0,1.0,0.0,0
CPP_negative_897,3.0,0.0,2.0,0.0,0
CPP_negative_898,4.0,0.0,0.0,0.0,0
CPP_negative_899,6.0,1.0,2.0,0.0,0
CPP_negative_900,5.0,0.0,3.0,0.0,0
CPP_negative_901,3.0,1.0,2.0,0.0,0
CPP_negative_902,6.0,2.0,3.0,0.0,0
CPP_negative_903,6.0,1.0,1.0,0.0,0
CPP_negative_904,5.0,1.0,4.0,0.0,0
CPP_negative_905,5.0,2.0,3.0,1.0,0
CPP_negative_906,4.0,0.0,0.0,0.0,0
CPP_negative_907,2.0,2.0,3.0,2.0,0
CPP_negative_908,3.0,1.0,0.0,0.0,0
CPP_negative_909,4.0,2.0,3.0,0.0,0
CPP_negative_910,3.0,1.0,2.0,0.0,0
CPP_negative_911,7.0,3.0,0.0,0.0,0
CPP_negative_912,5.0,0.0,3.0,0.0,0
CPP_negative_913,2.0,0.0,0.0,0.0,0
CPP_negative_914,2.0,1.0,1.0,0.0,0
CPP_negative_915,3.0,0.0,1.0,0.0,0
CPP_negative_916,4.0,0.0,2.0,0.0,0
CPP_negative_917,9.0,2.0,1.0,0.0,0
CPP_negative_918,7.0,1.0,1.0,0.0,0
CPP_negative_919,4.0,0.0,1.0,0.0,0
CPP_negative_920,5.0,1.0,0.0,0.0,0
CPP_negative_921,6.0,2.0,1.0,0.0,0
CPP_negative_922,3.0,0.0,1.0,0.0,0
CPP_negative_923,3.0,0.0,1.0,0.0,0
CPP_negative_924,6.0,1.0,1.0,0.0,0
CPP_negative_925,5.0,1.0,1.0,0.0,0
CPP_negative_926,9.0,1.0,0.0,0.0,0
CPP_negative_927,7.0,2.0,2.0,0.0,0
CPP_negative_928,5.0,0.0,2.0,0.0,0
CPP_negative_929,4.0,0.0,1.0,0.0,0
CPP_negative_930,4.0,0.0,1.0,2.0,0
CPP_negative_931,3.0,3.0,0.0,1.0,0
CPP_negative_932,3.0,5.0,0.0,0.0,0
CPP_negative_933,7.0,1.0,1.0,0.0,0
CPP_negative_934,4.0,0.0,1.0,1.0,0
CPP_negative_935,6.0,1.0,2.0,0.0,0
CPP_negative_936,2.0,0.0,0.0,0.0,0
CPP_negative_937,3.0,0.0,0.0,0.0,0
CPP_negative_938,6.0,2.0,2.0,0.0,0
CPP_negative_939,3.0,1.0,2.0,0.0,0
CPP_negative_940,4.0,1.0,0.0,1.0,0
CPP_negative_941,7.0,0.0,0.0,0.0,0
CPP_negative_942,2.0,1.0,1.0,0.0,0
CPP_negative_943,6.0,2.0,1.0,1.0,0
CPP_negative_944,7.0,1.0,0.0,0.0,0
CPP_negative_945,4.0,1.0,3.0,2.0,0
CPP_negative_946,9.0,0.0,0.0,0.0,0
CPP_negative_947,6.0,2.0,2.0,0.0,0
CPP_negative_948,6.0,2.0,2.0,0.0,0
CPP_negative_949,7.0,1.0,0.0,1.0,0
CPP_negative_950,3.0,1.0,0.0,1.0,0
CPP_negative_951,7.0,1.0,0.0,0.0,0
CPP_negative_952,6.0,0.0,1.0,0.0,0
CPP_negative_953,3.0,0.0,3.0,0.0,0
CPP_negative_954,9.0,0.0,0.0,0.0,0
CPP_negative_955,3.0,2.0,1.0,1.0,0
CPP_negative_956,3.0,1.0,1.0,1.0,0
CPP_negative_957,5.0,2.0,2.0,0.0,0
CPP_negative_958,4.0,0.0,0.0,0.0,0
CPP_negative_959,9.0,1.0,0.0,0.0,0
CPP_negative_960,3.0,1.0,1.0,0.0,0
CPP_negative_961,8.0,1.0,1.0,0.0,0
CPP_negative_962,4.0,0.0,1.0,0.0,0
CPP_negative_963,6.0,3.0,1.0,0.0,0
CPP_negative_964,3.0,0.0,0.0,0.0,0
CPP_negative_965,6.0,1.0,1.0,0.0,0
CPP_negative_966,4.0,1.0,0.0,0.0,0
CPP_negative_967,4.0,1.0,1.0,0.0,0
CPP_negative_968,3.0,2.0,1.0,0.0,0
CPP_negative_969,7.0,2.0,0.0,0.0,0
CPP_negative_970,6.0,0.0,0.0,0.0,0
CPP_negative_971,2.0,0.0,2.0,0.0,0
CPP_negative_972,2.0,0.0,3.0,0.0,0
CPP_negative_973,9.0,1.0,0.0,0.0,0
CPP_negative_974,8.0,1.0,1.0,0.0,0
CPP_negative_975,2.0,1.0,1.0,1.0,0
CPP_negative_976,5.0,3.0,2.0,0.0,0
CPP_negative_977,9.0,1.0,1.0,0.0,0
CPP_negative_978,2.0,0.0,1.0,0.0,0
CPP_negative_979,5.0,0.0,3.0,0.0,0
CPP_negative_980,0.0,2.0,0.0,0.0,0
CPP_negative_981,4.0,2.0,2.0,0.0,0
CPP_negative_982,4.0,1.0,0.0,0.0,0
CPP_negative_983,7.0,0.0,0.0,0.0,0
CPP_negative_984,5.0,1.0,0.0,0.0,0
CPP_negative_985,3.0,0.0,2.0,0.0,0
CPP_negative_986,4.0,2.0,1.0,1.0,0
CPP_negative_987,7.0,1.0,0.0,0.0,0
CPP_negative_988,7.0,0.0,2.0,0.0,0
CPP_negative_989,9.0,0.0,1.0,0.0,0
CPP_negative_990,5.0,1.0,1.0,1.0,0
CPP_negative_991,7.0,1.0,1.0,0.0,0
CPP_negative_992,9.0,0.0,0.0,1.0,0
CPP_negative_993,3.0,0.0,1.0,0.0,0
CPP_negative_994,8.0,3.0,1.0,0.0,0
CPP_negative_995,1.0,1.0,1.0,0.0,0
CPP_negative_996,7.0,0.0,0.0,0.0,0
CPP_negative_997,5.0,1.0,0.0,0.0,0
CPP_negative_998,8.0,0.0,0.0,0.0,0
CPP_negative_999,3.0,0.0,2.0,0.0,0
CPP_negative_1000,5.0,4.0,1.0,0.0,0
CPP_negative_1001,5.0,1.0,1.0,0.0,0
CPP_negative_1002,5.0,2.0,1.0,1.0,0
CPP_negative_1003,5.0,1.0,0.0,0.0,0
CPP_negative_1004,4.0,0.0,1.0,0.0,0
CPP_negative_1005,4.0,0.0,1.0,0.0,0
CPP_negative_1006,2.0,1.0,0.0,0.0,0
CPP_negative_1007,4.0,1.0,1.0,1.0,0
CPP_negative_1008,5.0,2.0,1.0,0.0,0
CPP_negative_1009,7.0,1.0,1.0,0.0,0
CPP_negative_1010,5.0,0.0,2.0,0.0,0
CPP_negative_1011,3.0,1.0,1.0,0.0,0
CPP_negative_1012,1.0,2.0,3.0,1.0,0
CPP_negative_1013,8.0,1.0,1.0,0.0,0
CPP_negative_1014,4.0,1.0,1.0,0.0,0
CPP_negative_1015,3.0,2.0,4.0,0.0,0
CPP_negative_1016,5.0,1.0,1.0,0.0,0
CPP_negative_1017,4.0,1.0,1.0,1.0,0
CPP_negative_1018,4.0,0.0,1.0,0.0,0
CPP_negative_1019,7.0,0.0,3.0,0.0,0
CPP_negative_1020,1.0,1.0,0.0,0.0,0
CPP_negative_1021,7.0,1.0,0.0,0.0,0
CPP_negative_1022,2.0,2.0,0.0,0.0,0
CPP_negative_1023,5.0,3.0,1.0,0.0,0
CPP_negative_1024,4.0,0.0,0.0,0.0,0
CPP_negative_1025,4.0,0.0,0.0,0.0,0
