name,tpye10_T1.G.1_T1.G.1_gap2,tpye10_T1.G.1_T1.G.2_gap2,tpye10_T1.G.2_T1.G.1_gap2,tpye10_T1.G.2_T1.G.2_gap2,target
CPP_positive_512,0.0,0.0,2.0,1.0,1
CPP_positive_513,1.0,2.0,1.0,3.0,1
CPP_positive_514,2.0,1.0,0.0,1.0,1
CPP_positive_515,1.0,1.0,0.0,2.0,1
CPP_positive_516,1.0,3.0,1.0,2.0,1
CPP_positive_517,0.0,1.0,0.0,2.0,1
CPP_positive_518,0.0,1.0,0.0,3.0,1
CPP_positive_519,0.0,1.0,0.0,3.0,1
CPP_positive_520,1.0,3.0,1.0,0.0,1
CPP_positive_521,0.0,0.0,2.0,6.0,1
CPP_positive_522,0.0,1.0,0.0,2.0,1
CPP_positive_523,0.0,1.0,0.0,2.0,1
CPP_positive_524,0.0,1.0,0.0,2.0,1
CPP_positive_525,0.0,0.0,1.0,2.0,1
CPP_positive_526,0.0,0.0,1.0,2.0,1
CPP_positive_527,0.0,0.0,0.0,2.0,1
CPP_positive_528,1.0,0.0,0.0,1.0,1
CPP_positive_529,1.0,0.0,0.0,1.0,1
CPP_positive_530,0.0,0.0,0.0,2.0,1
CPP_positive_531,1.0,0.0,1.0,5.0,1
CPP_positive_532,0.0,0.0,3.0,0.0,1
CPP_positive_533,0.0,1.0,0.0,2.0,1
CPP_positive_534,0.0,1.0,0.0,2.0,1
CPP_positive_535,2.0,0.0,0.0,7.0,1
CPP_positive_536,2.0,0.0,2.0,3.0,1
CPP_positive_537,0.0,0.0,0.0,8.0,1
CPP_positive_538,1.0,0.0,0.0,1.0,1
CPP_positive_539,0.0,1.0,2.0,5.0,1
CPP_positive_540,0.0,1.0,0.0,3.0,1
CPP_positive_541,0.0,1.0,1.0,4.0,1
CPP_positive_542,0.0,1.0,1.0,6.0,1
CPP_positive_543,0.0,0.0,0.0,12.0,1
CPP_positive_544,0.0,0.0,1.0,1.0,1
CPP_positive_545,0.0,1.0,0.0,2.0,1
CPP_positive_546,1.0,1.0,0.0,1.0,1
CPP_positive_547,0.0,0.0,0.0,2.0,1
CPP_positive_548,1.0,0.0,0.0,3.0,1
CPP_positive_549,0.0,0.0,0.0,5.0,1
CPP_positive_550,1.0,1.0,0.0,3.0,1
CPP_positive_551,1.0,1.0,0.0,3.0,1
CPP_positive_552,0.0,0.0,0.0,6.0,1
CPP_positive_553,0.0,1.0,0.0,3.0,1
CPP_positive_554,0.0,2.0,2.0,1.0,1
CPP_positive_555,1.0,1.0,2.0,1.0,1
CPP_positive_556,2.0,1.0,1.0,1.0,1
CPP_positive_557,0.0,2.0,0.0,5.0,1
CPP_positive_558,0.0,1.0,2.0,3.0,1
CPP_positive_559,0.0,3.0,2.0,0.0,1
CPP_positive_560,0.0,0.0,1.0,3.0,1
CPP_positive_561,2.0,1.0,2.0,3.0,1
CPP_positive_562,0.0,0.0,2.0,1.0,1
CPP_positive_563,0.0,2.0,1.0,0.0,1
CPP_positive_564,0.0,0.0,1.0,2.0,1
CPP_positive_565,1.0,1.0,0.0,1.0,1
CPP_positive_566,0.0,2.0,1.0,0.0,1
CPP_positive_567,1.0,1.0,0.0,1.0,1
CPP_positive_568,1.0,1.0,0.0,1.0,1
CPP_positive_569,1.0,1.0,0.0,1.0,1
CPP_positive_570,0.0,0.0,2.0,1.0,1
CPP_positive_571,1.0,2.0,0.0,1.0,1
CPP_positive_572,0.0,2.0,1.0,0.0,1
CPP_positive_573,0.0,2.0,1.0,0.0,1
CPP_negative_574,0.0,4.0,1.0,4.0,0
CPP_negative_575,1.0,3.0,1.0,2.0,0
CPP_negative_576,0.0,1.0,4.0,1.0,0
CPP_negative_577,0.0,0.0,5.0,5.0,0
CPP_negative_578,2.0,1.0,1.0,2.0,0
CPP_negative_579,0.0,2.0,2.0,1.0,0
CPP_negative_580,0.0,0.0,2.0,5.0,0
CPP_negative_581,0.0,0.0,1.0,7.0,0
CPP_negative_582,2.0,4.0,1.0,5.0,0
CPP_negative_583,0.0,1.0,2.0,2.0,0
CPP_negative_584,0.0,2.0,3.0,6.0,0
CPP_negative_585,2.0,1.0,1.0,1.0,0
CPP_negative_586,0.0,1.0,3.0,7.0,0
CPP_negative_587,0.0,2.0,0.0,3.0,0
CPP_negative_588,0.0,2.0,3.0,4.0,0
CPP_negative_589,1.0,2.0,0.0,3.0,0
CPP_negative_590,2.0,2.0,2.0,2.0,0
CPP_negative_591,1.0,1.0,4.0,2.0,0
CPP_negative_592,1.0,1.0,1.0,1.0,0
CPP_negative_593,1.0,1.0,0.0,3.0,0
CPP_negative_594,1.0,1.0,1.0,3.0,0
CPP_negative_595,1.0,3.0,3.0,3.0,0
CPP_negative_596,1.0,3.0,1.0,1.0,0
CPP_negative_597,3.0,1.0,1.0,1.0,0
CPP_negative_598,0.0,2.0,4.0,2.0,0
CPP_negative_599,1.0,4.0,1.0,0.0,0
CPP_negative_600,1.0,1.0,0.0,5.0,0
CPP_negative_601,1.0,0.0,3.0,3.0,0
CPP_negative_602,0.0,3.0,2.0,4.0,0
CPP_negative_603,1.0,1.0,2.0,4.0,0
CPP_negative_604,1.0,1.0,1.0,2.0,0
CPP_negative_605,2.0,1.0,0.0,4.0,0
CPP_negative_606,1.0,0.0,4.0,4.0,0
CPP_negative_607,0.0,1.0,3.0,2.0,0
CPP_negative_608,3.0,1.0,5.0,2.0,0
CPP_negative_609,0.0,4.0,2.0,3.0,0
CPP_negative_610,1.0,3.0,2.0,5.0,0
CPP_negative_611,1.0,0.0,0.0,4.0,0
CPP_negative_612,0.0,0.0,2.0,2.0,0
CPP_negative_613,2.0,1.0,1.0,0.0,0
CPP_negative_614,0.0,2.0,3.0,4.0,0
CPP_negative_615,0.0,1.0,2.0,2.0,0
CPP_negative_616,3.0,2.0,1.0,3.0,0
CPP_negative_617,1.0,1.0,8.0,1.0,0
CPP_negative_618,1.0,3.0,1.0,2.0,0
CPP_negative_619,1.0,0.0,0.0,2.0,0
CPP_negative_620,3.0,2.0,1.0,1.0,0
CPP_negative_621,0.0,2.0,1.0,2.0,0
CPP_negative_622,0.0,2.0,2.0,0.0,0
CPP_negative_623,0.0,4.0,1.0,1.0,0
CPP_negative_624,0.0,1.0,0.0,2.0,0
CPP_negative_625,2.0,2.0,0.0,4.0,0
CPP_negative_626,1.0,1.0,3.0,2.0,0
CPP_negative_627,0.0,1.0,1.0,2.0,0
CPP_negative_628,0.0,1.0,1.0,4.0,0
CPP_negative_629,0.0,1.0,3.0,0.0,0
CPP_negative_630,1.0,3.0,0.0,2.0,0
CPP_negative_631,1.0,0.0,3.0,3.0,0
CPP_negative_632,3.0,2.0,1.0,2.0,0
CPP_negative_633,1.0,2.0,1.0,4.0,0
CPP_negative_634,2.0,3.0,3.0,2.0,0
CPP_negative_635,0.0,1.0,1.0,1.0,0
CPP_negative_636,0.0,4.0,2.0,2.0,0
CPP_negative_637,1.0,3.0,4.0,0.0,0
CPP_negative_638,0.0,3.0,4.0,0.0,0
CPP_negative_639,0.0,1.0,1.0,2.0,0
CPP_negative_640,2.0,3.0,1.0,4.0,0
CPP_negative_641,2.0,0.0,1.0,1.0,0
CPP_negative_642,0.0,1.0,1.0,0.0,0
CPP_negative_643,0.0,3.0,3.0,4.0,0
CPP_negative_644,1.0,1.0,1.0,2.0,0
CPP_negative_645,4.0,1.0,2.0,2.0,0
CPP_negative_646,0.0,0.0,1.0,1.0,0
CPP_negative_647,2.0,1.0,0.0,3.0,0
CPP_negative_648,1.0,2.0,0.0,3.0,0
CPP_negative_649,1.0,1.0,0.0,1.0,0
CPP_negative_650,0.0,0.0,1.0,4.0,0
CPP_negative_651,0.0,3.0,2.0,1.0,0
CPP_negative_652,1.0,5.0,0.0,4.0,0
CPP_negative_653,1.0,0.0,0.0,1.0,0
CPP_negative_654,2.0,2.0,2.0,2.0,0
CPP_negative_655,0.0,1.0,5.0,3.0,0
CPP_negative_656,0.0,2.0,3.0,2.0,0
CPP_negative_657,0.0,1.0,3.0,5.0,0
CPP_negative_658,2.0,2.0,2.0,4.0,0
CPP_negative_659,2.0,1.0,1.0,2.0,0
CPP_negative_660,0.0,2.0,0.0,1.0,0
CPP_negative_661,0.0,0.0,1.0,4.0,0
CPP_negative_662,0.0,1.0,1.0,3.0,0
CPP_negative_663,0.0,1.0,0.0,1.0,0
CPP_negative_664,0.0,2.0,3.0,2.0,0
CPP_negative_665,0.0,1.0,1.0,7.0,0
CPP_negative_666,3.0,1.0,2.0,2.0,0
CPP_negative_667,3.0,1.0,2.0,4.0,0
CPP_negative_668,0.0,3.0,1.0,1.0,0
CPP_negative_669,2.0,2.0,1.0,6.0,0
CPP_negative_670,3.0,2.0,3.0,3.0,0
CPP_negative_671,0.0,0.0,2.0,2.0,0
CPP_negative_672,3.0,2.0,1.0,4.0,0
CPP_negative_673,2.0,3.0,4.0,3.0,0
CPP_negative_674,0.0,0.0,0.0,4.0,0
CPP_negative_675,1.0,2.0,1.0,3.0,0
CPP_negative_676,3.0,4.0,0.0,3.0,0
CPP_negative_677,0.0,2.0,0.0,1.0,0
CPP_negative_678,1.0,1.0,0.0,5.0,0
CPP_negative_679,3.0,1.0,1.0,2.0,0
CPP_negative_680,0.0,1.0,1.0,1.0,0
CPP_negative_681,0.0,2.0,1.0,3.0,0
CPP_negative_682,1.0,2.0,0.0,2.0,0
CPP_negative_683,2.0,2.0,1.0,3.0,0
CPP_negative_684,3.0,1.0,1.0,3.0,0
CPP_negative_685,1.0,4.0,3.0,2.0,0
CPP_negative_686,0.0,3.0,3.0,5.0,0
CPP_negative_687,0.0,3.0,1.0,1.0,0
CPP_negative_688,0.0,1.0,1.0,2.0,0
CPP_negative_689,2.0,1.0,4.0,3.0,0
CPP_negative_690,0.0,2.0,3.0,2.0,0
CPP_negative_691,0.0,2.0,0.0,2.0,0
CPP_negative_692,1.0,2.0,0.0,4.0,0
CPP_negative_693,0.0,0.0,1.0,1.0,0
CPP_negative_694,2.0,3.0,1.0,2.0,0
CPP_negative_695,3.0,0.0,0.0,1.0,0
CPP_negative_696,3.0,1.0,3.0,4.0,0
CPP_negative_697,0.0,0.0,2.0,3.0,0
CPP_negative_698,1.0,0.0,1.0,4.0,0
CPP_negative_699,2.0,2.0,0.0,1.0,0
CPP_negative_700,2.0,2.0,0.0,1.0,0
CPP_negative_701,0.0,1.0,2.0,7.0,0
CPP_negative_702,2.0,3.0,4.0,2.0,0
CPP_negative_703,1.0,2.0,2.0,1.0,0
CPP_negative_704,1.0,3.0,0.0,3.0,0
CPP_negative_705,1.0,1.0,1.0,2.0,0
CPP_negative_706,2.0,1.0,1.0,2.0,0
CPP_negative_707,1.0,0.0,1.0,2.0,0
CPP_negative_708,1.0,1.0,3.0,3.0,0
CPP_negative_709,0.0,0.0,0.0,3.0,0
CPP_negative_710,1.0,2.0,2.0,4.0,0
CPP_negative_711,1.0,3.0,3.0,1.0,0
CPP_negative_712,2.0,1.0,3.0,2.0,0
CPP_negative_713,2.0,0.0,1.0,4.0,0
CPP_negative_714,1.0,2.0,1.0,4.0,0
CPP_negative_715,1.0,2.0,2.0,2.0,0
CPP_negative_716,2.0,2.0,1.0,3.0,0
CPP_negative_717,1.0,1.0,3.0,3.0,0
CPP_negative_718,0.0,0.0,0.0,2.0,0
CPP_negative_719,2.0,3.0,1.0,1.0,0
CPP_negative_720,2.0,3.0,1.0,4.0,0
CPP_negative_721,1.0,2.0,1.0,1.0,0
CPP_negative_722,1.0,3.0,3.0,4.0,0
CPP_negative_723,1.0,2.0,1.0,2.0,0
CPP_negative_724,1.0,0.0,0.0,4.0,0
CPP_negative_725,2.0,3.0,1.0,1.0,0
CPP_negative_726,0.0,0.0,0.0,6.0,0
CPP_negative_727,1.0,0.0,5.0,0.0,0
CPP_negative_728,0.0,3.0,1.0,1.0,0
CPP_negative_729,1.0,3.0,3.0,4.0,0
CPP_negative_730,1.0,3.0,4.0,3.0,0
CPP_negative_731,0.0,0.0,2.0,3.0,0
CPP_negative_732,0.0,3.0,4.0,2.0,0
CPP_negative_733,0.0,1.0,0.0,3.0,0
CPP_negative_734,1.0,3.0,3.0,3.0,0
CPP_negative_735,0.0,2.0,1.0,2.0,0
CPP_negative_736,2.0,1.0,2.0,1.0,0
CPP_negative_737,0.0,2.0,4.0,2.0,0
CPP_negative_738,1.0,1.0,5.0,2.0,0
CPP_negative_739,3.0,0.0,3.0,7.0,0
CPP_negative_740,3.0,0.0,0.0,2.0,0
CPP_negative_741,1.0,1.0,2.0,5.0,0
CPP_negative_742,1.0,1.0,0.0,1.0,0
CPP_negative_743,0.0,3.0,3.0,3.0,0
CPP_negative_744,1.0,2.0,2.0,6.0,0
CPP_negative_745,0.0,1.0,1.0,7.0,0
CPP_negative_746,1.0,0.0,1.0,2.0,0
CPP_negative_747,0.0,2.0,1.0,3.0,0
CPP_negative_748,0.0,2.0,1.0,3.0,0
CPP_negative_749,0.0,0.0,2.0,5.0,0
CPP_negative_750,1.0,0.0,1.0,2.0,0
CPP_negative_751,0.0,3.0,3.0,4.0,0
CPP_negative_752,2.0,0.0,2.0,3.0,0
CPP_negative_753,1.0,1.0,4.0,3.0,0
CPP_negative_754,0.0,0.0,5.0,2.0,0
CPP_negative_755,1.0,1.0,3.0,0.0,0
CPP_negative_756,3.0,3.0,1.0,3.0,0
CPP_negative_757,1.0,1.0,0.0,6.0,0
CPP_negative_758,1.0,3.0,0.0,2.0,0
CPP_negative_759,1.0,1.0,2.0,5.0,0
CPP_negative_760,2.0,2.0,2.0,5.0,0
CPP_negative_761,2.0,2.0,4.0,3.0,0
CPP_negative_762,1.0,1.0,1.0,3.0,0
CPP_negative_763,0.0,2.0,0.0,3.0,0
CPP_negative_764,1.0,3.0,1.0,4.0,0
CPP_negative_765,0.0,1.0,0.0,6.0,0
CPP_negative_766,1.0,1.0,2.0,3.0,0
CPP_negative_767,1.0,1.0,0.0,5.0,0
CPP_negative_768,1.0,1.0,1.0,2.0,0
CPP_negative_769,2.0,0.0,2.0,2.0,0
CPP_negative_770,1.0,0.0,1.0,2.0,0
CPP_negative_771,0.0,0.0,2.0,2.0,0
CPP_negative_772,3.0,2.0,1.0,5.0,0
CPP_negative_773,0.0,1.0,1.0,1.0,0
CPP_negative_774,4.0,2.0,2.0,0.0,0
CPP_negative_775,1.0,1.0,1.0,1.0,0
CPP_negative_776,1.0,3.0,2.0,3.0,0
CPP_negative_777,0.0,1.0,1.0,6.0,0
CPP_negative_778,0.0,1.0,1.0,4.0,0
CPP_negative_779,1.0,1.0,1.0,3.0,0
CPP_negative_780,1.0,2.0,3.0,3.0,0
CPP_negative_781,0.0,0.0,3.0,5.0,0
CPP_negative_782,2.0,1.0,2.0,3.0,0
CPP_negative_783,3.0,2.0,2.0,3.0,0
CPP_negative_784,0.0,1.0,2.0,2.0,0
CPP_negative_785,1.0,2.0,3.0,1.0,0
CPP_negative_786,1.0,3.0,1.0,1.0,0
CPP_negative_787,1.0,3.0,0.0,5.0,0
CPP_negative_788,2.0,1.0,2.0,0.0,0
CPP_negative_789,1.0,2.0,2.0,3.0,0
CPP_negative_790,0.0,2.0,0.0,6.0,0
CPP_negative_791,0.0,3.0,3.0,5.0,0
CPP_negative_792,1.0,1.0,3.0,2.0,0
CPP_negative_793,1.0,0.0,3.0,1.0,0
CPP_negative_794,0.0,1.0,2.0,0.0,0
CPP_negative_795,0.0,2.0,1.0,3.0,0
CPP_negative_796,1.0,2.0,2.0,2.0,0
CPP_negative_797,0.0,3.0,0.0,4.0,0
CPP_negative_798,1.0,2.0,3.0,3.0,0
CPP_negative_799,0.0,2.0,4.0,3.0,0
CPP_negative_800,1.0,2.0,1.0,4.0,0
CPP_negative_801,1.0,1.0,0.0,0.0,0
CPP_negative_802,0.0,0.0,1.0,3.0,0
CPP_negative_803,2.0,3.0,1.0,5.0,0
CPP_negative_804,1.0,5.0,0.0,0.0,0
CPP_negative_805,1.0,2.0,5.0,3.0,0
CPP_negative_806,0.0,2.0,2.0,3.0,0
CPP_negative_807,1.0,1.0,4.0,5.0,0
CPP_negative_808,1.0,3.0,1.0,1.0,0
CPP_negative_809,1.0,1.0,4.0,5.0,0
CPP_negative_810,1.0,1.0,0.0,2.0,0
CPP_negative_811,1.0,3.0,2.0,3.0,0
CPP_negative_812,2.0,1.0,1.0,1.0,0
CPP_negative_813,1.0,0.0,1.0,2.0,0
CPP_negative_814,1.0,4.0,2.0,4.0,0
CPP_negative_815,1.0,0.0,0.0,3.0,0
CPP_negative_816,3.0,1.0,1.0,1.0,0
CPP_negative_817,0.0,1.0,1.0,2.0,0
CPP_negative_818,0.0,1.0,2.0,3.0,0
CPP_negative_819,0.0,0.0,1.0,1.0,0
CPP_negative_820,1.0,1.0,2.0,3.0,0
CPP_negative_821,0.0,0.0,0.0,11.0,0
CPP_negative_822,2.0,2.0,1.0,3.0,0
CPP_negative_823,1.0,5.0,1.0,4.0,0
CPP_negative_824,0.0,3.0,0.0,4.0,0
CPP_negative_825,1.0,2.0,2.0,1.0,0
CPP_negative_826,1.0,1.0,2.0,0.0,0
CPP_negative_827,0.0,1.0,2.0,1.0,0
CPP_negative_828,1.0,1.0,4.0,4.0,0
CPP_negative_829,2.0,1.0,2.0,6.0,0
CPP_negative_830,0.0,2.0,2.0,2.0,0
CPP_negative_831,0.0,0.0,4.0,1.0,0
CPP_negative_832,2.0,1.0,0.0,2.0,0
CPP_negative_833,1.0,4.0,4.0,0.0,0
CPP_negative_834,1.0,2.0,1.0,6.0,0
CPP_negative_835,1.0,1.0,1.0,5.0,0
CPP_negative_836,0.0,4.0,1.0,1.0,0
CPP_negative_837,0.0,3.0,0.0,3.0,0
CPP_negative_838,2.0,3.0,1.0,0.0,0
CPP_negative_839,0.0,3.0,4.0,4.0,0
CPP_negative_840,2.0,0.0,0.0,2.0,0
CPP_negative_841,0.0,0.0,4.0,5.0,0
CPP_negative_842,0.0,1.0,2.0,1.0,0
CPP_negative_843,0.0,0.0,1.0,1.0,0
CPP_negative_844,0.0,1.0,1.0,8.0,0
CPP_negative_845,0.0,0.0,2.0,4.0,0
CPP_negative_846,1.0,2.0,2.0,2.0,0
CPP_negative_847,1.0,3.0,0.0,1.0,0
CPP_negative_848,1.0,1.0,1.0,4.0,0
CPP_negative_849,0.0,1.0,2.0,1.0,0
CPP_negative_850,1.0,0.0,3.0,3.0,0
CPP_negative_851,0.0,0.0,0.0,7.0,0
CPP_negative_852,2.0,1.0,0.0,1.0,0
CPP_negative_853,1.0,2.0,2.0,5.0,0
CPP_negative_854,1.0,1.0,0.0,1.0,0
CPP_negative_855,1.0,1.0,3.0,3.0,0
CPP_negative_856,2.0,1.0,0.0,4.0,0
CPP_negative_857,1.0,1.0,1.0,1.0,0
CPP_negative_858,0.0,0.0,1.0,6.0,0
CPP_negative_859,1.0,2.0,1.0,2.0,0
CPP_negative_860,0.0,1.0,1.0,7.0,0
CPP_negative_861,1.0,2.0,2.0,1.0,0
CPP_negative_862,2.0,6.0,2.0,2.0,0
CPP_negative_863,0.0,2.0,2.0,4.0,0
CPP_negative_864,0.0,2.0,4.0,4.0,0
CPP_negative_865,3.0,3.0,2.0,2.0,0
CPP_negative_866,1.0,0.0,1.0,2.0,0
CPP_negative_867,0.0,0.0,3.0,3.0,0
CPP_negative_868,2.0,2.0,1.0,1.0,0
CPP_negative_869,0.0,0.0,3.0,0.0,0
CPP_negative_870,0.0,1.0,4.0,1.0,0
CPP_negative_871,3.0,1.0,3.0,4.0,0
CPP_negative_872,2.0,2.0,0.0,1.0,0
CPP_negative_873,3.0,2.0,4.0,4.0,0
CPP_negative_874,3.0,1.0,4.0,1.0,0
CPP_negative_875,0.0,1.0,0.0,2.0,0
CPP_negative_876,0.0,3.0,0.0,1.0,0
CPP_negative_877,0.0,0.0,1.0,3.0,0
CPP_negative_878,0.0,2.0,2.0,2.0,0
CPP_negative_879,1.0,2.0,2.0,5.0,0
CPP_negative_880,0.0,3.0,2.0,5.0,0
CPP_negative_881,0.0,2.0,2.0,1.0,0
CPP_negative_882,2.0,2.0,0.0,5.0,0
CPP_negative_883,1.0,2.0,0.0,5.0,0
CPP_negative_884,0.0,1.0,0.0,2.0,0
CPP_negative_885,0.0,2.0,0.0,0.0,0
CPP_negative_886,0.0,3.0,3.0,1.0,0
CPP_negative_887,3.0,2.0,2.0,1.0,0
CPP_negative_888,0.0,2.0,3.0,1.0,0
CPP_negative_889,0.0,3.0,0.0,1.0,0
CPP_negative_890,1.0,1.0,1.0,1.0,0
CPP_negative_891,1.0,0.0,1.0,3.0,0
CPP_negative_892,1.0,0.0,1.0,2.0,0
CPP_negative_893,1.0,0.0,1.0,4.0,0
CPP_negative_894,0.0,2.0,3.0,1.0,0
CPP_negative_895,0.0,2.0,2.0,5.0,0
CPP_negative_896,0.0,2.0,2.0,1.0,0
CPP_negative_897,0.0,2.0,1.0,2.0,0
CPP_negative_898,0.0,2.0,0.0,2.0,0
CPP_negative_899,0.0,3.0,2.0,4.0,0
CPP_negative_900,0.0,4.0,1.0,3.0,0
CPP_negative_901,1.0,2.0,1.0,2.0,0
CPP_negative_902,3.0,4.0,2.0,2.0,0
CPP_negative_903,0.0,1.0,2.0,5.0,0
CPP_negative_904,0.0,6.0,2.0,2.0,0
CPP_negative_905,2.0,3.0,1.0,5.0,0
CPP_negative_906,0.0,2.0,0.0,2.0,0
CPP_negative_907,3.0,3.0,3.0,0.0,0
CPP_negative_908,0.0,2.0,1.0,1.0,0
CPP_negative_909,2.0,4.0,2.0,1.0,0
CPP_negative_910,0.0,2.0,3.0,1.0,0
CPP_negative_911,0.0,2.0,4.0,4.0,0
CPP_negative_912,0.0,5.0,0.0,3.0,0
CPP_negative_913,0.0,0.0,0.0,2.0,0
CPP_negative_914,0.0,1.0,2.0,1.0,0
CPP_negative_915,0.0,2.0,1.0,1.0,0
CPP_negative_916,3.0,2.0,0.0,1.0,0
CPP_negative_917,2.0,2.0,3.0,5.0,0
CPP_negative_918,0.0,3.0,3.0,3.0,0
CPP_negative_919,0.0,2.0,1.0,2.0,0
CPP_negative_920,0.0,2.0,2.0,2.0,0
CPP_negative_921,2.0,1.0,1.0,5.0,0
CPP_negative_922,1.0,1.0,1.0,1.0,0
CPP_negative_923,0.0,1.0,0.0,3.0,0
CPP_negative_924,1.0,2.0,0.0,5.0,0
CPP_negative_925,1.0,3.0,0.0,3.0,0
CPP_negative_926,2.0,2.0,1.0,5.0,0
CPP_negative_927,0.0,2.0,2.0,7.0,0
CPP_negative_928,0.0,3.0,1.0,3.0,0
CPP_negative_929,1.0,0.0,2.0,2.0,0
CPP_negative_930,2.0,2.0,1.0,2.0,0
CPP_negative_931,2.0,1.0,2.0,2.0,0
CPP_negative_932,1.0,0.0,4.0,3.0,0
CPP_negative_933,2.0,2.0,0.0,5.0,0
CPP_negative_934,3.0,1.0,1.0,1.0,0
CPP_negative_935,0.0,2.0,2.0,5.0,0
CPP_negative_936,0.0,0.0,0.0,2.0,0
CPP_negative_937,0.0,0.0,0.0,3.0,0
CPP_negative_938,3.0,2.0,2.0,3.0,0
CPP_negative_939,2.0,2.0,2.0,0.0,0
CPP_negative_940,1.0,2.0,1.0,2.0,0
CPP_negative_941,0.0,1.0,0.0,6.0,0
CPP_negative_942,0.0,1.0,2.0,1.0,0
CPP_negative_943,2.0,1.0,2.0,5.0,0
CPP_negative_944,1.0,3.0,1.0,3.0,0
CPP_negative_945,4.0,3.0,0.0,3.0,0
CPP_negative_946,0.0,3.0,2.0,4.0,0
CPP_negative_947,1.0,2.0,2.0,5.0,0
CPP_negative_948,3.0,5.0,1.0,1.0,0
CPP_negative_949,1.0,0.0,4.0,4.0,0
CPP_negative_950,1.0,1.0,1.0,2.0,0
CPP_negative_951,1.0,1.0,0.0,6.0,0
CPP_negative_952,0.0,4.0,2.0,1.0,0
CPP_negative_953,0.0,3.0,3.0,0.0,0
CPP_negative_954,0.0,1.0,1.0,7.0,0
CPP_negative_955,2.0,1.0,2.0,2.0,0
CPP_negative_956,2.0,1.0,2.0,1.0,0
CPP_negative_957,3.0,3.0,1.0,2.0,0
CPP_negative_958,0.0,2.0,1.0,1.0,0
CPP_negative_959,0.0,3.0,2.0,5.0,0
CPP_negative_960,2.0,1.0,0.0,2.0,0
CPP_negative_961,1.0,1.0,2.0,6.0,0
CPP_negative_962,0.0,1.0,0.0,4.0,0
CPP_negative_963,4.0,2.0,3.0,1.0,0
CPP_negative_964,0.0,0.0,2.0,1.0,0
CPP_negative_965,1.0,1.0,2.0,4.0,0
CPP_negative_966,0.0,0.0,2.0,3.0,0
CPP_negative_967,1.0,1.0,3.0,1.0,0
CPP_negative_968,2.0,1.0,2.0,1.0,0
CPP_negative_969,0.0,1.0,3.0,5.0,0
CPP_negative_970,0.0,2.0,0.0,4.0,0
CPP_negative_971,1.0,3.0,0.0,0.0,0
CPP_negative_972,0.0,3.0,0.0,2.0,0
CPP_negative_973,0.0,4.0,2.0,4.0,0
CPP_negative_974,1.0,3.0,2.0,4.0,0
CPP_negative_975,1.0,2.0,1.0,1.0,0
CPP_negative_976,2.0,1.0,3.0,4.0,0
CPP_negative_977,0.0,2.0,4.0,5.0,0
CPP_negative_978,0.0,1.0,0.0,2.0,0
CPP_negative_979,2.0,2.0,1.0,3.0,0
CPP_negative_980,2.0,0.0,0.0,0.0,0
CPP_negative_981,1.0,4.0,3.0,0.0,0
CPP_negative_982,0.0,0.0,3.0,2.0,0
CPP_negative_983,1.0,0.0,1.0,5.0,0
CPP_negative_984,2.0,0.0,3.0,1.0,0
CPP_negative_985,0.0,2.0,0.0,3.0,0
CPP_negative_986,2.0,1.0,4.0,1.0,0
CPP_negative_987,0.0,1.0,1.0,6.0,0
CPP_negative_988,0.0,4.0,1.0,4.0,0
CPP_negative_989,0.0,2.0,3.0,5.0,0
CPP_negative_990,1.0,2.0,3.0,2.0,0
CPP_negative_991,0.0,2.0,2.0,5.0,0
CPP_negative_992,1.0,2.0,1.0,6.0,0
CPP_negative_993,0.0,1.0,0.0,3.0,0
CPP_negative_994,1.0,1.0,4.0,6.0,0
CPP_negative_995,1.0,0.0,1.0,1.0,0
CPP_negative_996,0.0,2.0,2.0,3.0,0
CPP_negative_997,0.0,0.0,2.0,4.0,0
CPP_negative_998,1.0,0.0,2.0,5.0,0
CPP_negative_999,0.0,3.0,1.0,1.0,0
CPP_negative_1000,2.0,1.0,2.0,5.0,0
CPP_negative_1001,1.0,1.0,3.0,2.0,0
CPP_negative_1002,3.0,1.0,2.0,3.0,0
CPP_negative_1003,0.0,1.0,2.0,3.0,0
CPP_negative_1004,0.0,2.0,0.0,3.0,0
CPP_negative_1005,1.0,2.0,1.0,1.0,0
CPP_negative_1006,0.0,0.0,1.0,2.0,0
CPP_negative_1007,1.0,1.0,3.0,2.0,0
CPP_negative_1008,1.0,0.0,3.0,4.0,0
CPP_negative_1009,1.0,1.0,3.0,4.0,0
CPP_negative_1010,0.0,2.0,1.0,4.0,0
CPP_negative_1011,1.0,1.0,1.0,2.0,0
CPP_negative_1012,1.0,4.0,2.0,0.0,0
CPP_negative_1013,3.0,1.0,1.0,5.0,0
CPP_negative_1014,0.0,3.0,1.0,2.0,0
CPP_negative_1015,1.0,5.0,2.0,1.0,0
CPP_negative_1016,0.0,2.0,1.0,4.0,0
CPP_negative_1017,2.0,3.0,1.0,1.0,0
CPP_negative_1018,1.0,0.0,1.0,3.0,0
CPP_negative_1019,1.0,4.0,0.0,5.0,0
CPP_negative_1020,0.0,0.0,1.0,1.0,0
CPP_negative_1021,0.0,2.0,2.0,4.0,0
CPP_negative_1022,0.0,0.0,2.0,2.0,0
CPP_negative_1023,2.0,1.0,3.0,3.0,0
CPP_negative_1024,0.0,2.0,1.0,1.0,0
CPP_negative_1025,0.0,0.0,2.0,2.0,0
