name,type3A_T1.G.1_T1.G.1_gap2,type3A_T1.G.1_T1.G.2_gap2,type3A_T1.G.2_T1.G.1_gap2,type3A_T1.G.2_T1.G.2_gap2,target
CPP_positive_512,5.0,0.0,1.0,0.0,1
CPP_negative_513,7.0,0.0,0.0,0.0,0
CPP_negative_514,5.0,0.0,1.0,0.0,0
CPP_positive_515,6.0,0.0,0.0,0.0,1
CPP_positive_516,8.0,0.0,0.0,0.0,1
CPP_positive_517,8.0,0.0,0.0,0.0,1
CPP_positive_518,9.0,0.0,0.0,0.0,1
CPP_positive_519,8.0,0.0,0.0,0.0,1
CPP_negative_520,8.0,0.0,0.0,0.0,0
CPP_negative_521,8.0,0.0,1.0,0.0,0
CPP_negative_522,12.0,0.0,0.0,0.0,0
CPP_negative_523,4.0,0.0,0.0,0.0,0
CPP_negative_524,6.0,0.0,0.0,0.0,0
CPP_negative_525,7.0,0.0,0.0,0.0,0
CPP_negative_526,4.0,0.0,0.0,0.0,0
CPP_negative_527,10.0,0.0,0.0,0.0,0
CPP_negative_528,6.0,0.0,0.0,0.0,0
CPP_negative_529,5.0,1.0,0.0,0.0,0
CPP_negative_530,4.0,0.0,0.0,0.0,0
CPP_positive_531,3.0,0.0,0.0,0.0,1
CPP_negative_532,8.0,0.0,0.0,0.0,0
CPP_positive_533,7.0,0.0,0.0,0.0,1
CPP_positive_534,5.0,1.0,0.0,0.0,1
CPP_positive_535,6.0,0.0,1.0,0.0,1
CPP_positive_536,7.0,0.0,0.0,0.0,1
CPP_positive_537,4.0,0.0,0.0,0.0,1
CPP_negative_538,6.0,0.0,1.0,0.0,0
CPP_positive_539,5.0,0.0,0.0,0.0,1
CPP_negative_540,3.0,0.0,1.0,0.0,0
CPP_negative_541,8.0,0.0,0.0,0.0,0
CPP_positive_542,4.0,0.0,0.0,0.0,1
CPP_negative_543,6.0,0.0,0.0,0.0,0
CPP_positive_544,3.0,0.0,2.0,0.0,1
CPP_positive_545,6.0,0.0,0.0,0.0,1
CPP_negative_546,7.0,1.0,1.0,0.0,0
CPP_negative_547,4.0,0.0,0.0,0.0,0
CPP_positive_548,3.0,0.0,1.0,0.0,1
CPP_negative_549,12.0,0.0,0.0,0.0,0
CPP_negative_550,2.0,1.0,2.0,0.0,0
CPP_negative_551,3.0,1.0,1.0,0.0,0
CPP_negative_552,4.0,1.0,0.0,0.0,0
CPP_positive_553,3.0,0.0,1.0,0.0,1
CPP_positive_554,6.0,0.0,0.0,0.0,1
CPP_positive_555,5.0,0.0,0.0,0.0,1
CPP_positive_556,5.0,0.0,0.0,0.0,1
CPP_positive_557,4.0,1.0,0.0,0.0,1
CPP_negative_558,6.0,0.0,0.0,0.0,0
CPP_negative_559,7.0,0.0,0.0,0.0,0
CPP_negative_560,10.0,0.0,1.0,0.0,0
CPP_positive_561,8.0,1.0,0.0,0.0,1
CPP_negative_562,5.0,0.0,0.0,0.0,0
CPP_negative_563,9.0,0.0,0.0,0.0,0
CPP_negative_564,4.0,0.0,0.0,0.0,0
CPP_positive_565,6.0,0.0,0.0,0.0,1
CPP_negative_566,8.0,1.0,1.0,0.0,0
CPP_negative_567,9.0,0.0,0.0,0.0,0
CPP_negative_568,6.0,0.0,0.0,0.0,0
CPP_negative_569,6.0,0.0,0.0,0.0,0
CPP_negative_570,6.0,0.0,0.0,0.0,0
CPP_negative_571,13.0,0.0,0.0,0.0,0
CPP_positive_572,4.0,0.0,0.0,0.0,1
CPP_positive_573,6.0,0.0,0.0,0.0,1
CPP_negative_574,3.0,1.0,2.0,1.0,0
CPP_negative_575,7.0,0.0,0.0,0.0,0
CPP_positive_576,5.0,0.0,1.0,0.0,1
CPP_positive_577,9.0,0.0,1.0,0.0,1
CPP_negative_578,14.0,0.0,0.0,0.0,0
CPP_negative_579,13.0,0.0,0.0,0.0,0
CPP_negative_580,4.0,0.0,0.0,0.0,0
CPP_positive_581,9.0,0.0,0.0,0.0,1
CPP_positive_582,11.0,1.0,1.0,0.0,1
CPP_negative_583,7.0,0.0,0.0,0.0,0
CPP_positive_584,11.0,0.0,0.0,0.0,1
CPP_negative_585,5.0,0.0,0.0,0.0,0
CPP_negative_586,9.0,0.0,1.0,0.0,0
CPP_negative_587,8.0,0.0,0.0,0.0,0
CPP_negative_588,10.0,0.0,0.0,0.0,0
CPP_positive_589,5.0,3.0,0.0,0.0,1
CPP_negative_590,4.0,0.0,0.0,0.0,0
CPP_negative_591,6.0,0.0,0.0,0.0,0
CPP_negative_592,6.0,0.0,0.0,0.0,0
CPP_negative_593,6.0,0.0,0.0,0.0,0
CPP_positive_594,12.0,1.0,0.0,0.0,1
CPP_negative_595,12.0,0.0,0.0,0.0,0
CPP_negative_596,4.0,1.0,1.0,0.0,0
CPP_negative_597,4.0,0.0,0.0,0.0,0
CPP_positive_598,3.0,0.0,0.0,0.0,1
CPP_negative_599,5.0,1.0,0.0,0.0,0
CPP_negative_600,4.0,0.0,1.0,0.0,0
CPP_positive_601,7.0,0.0,0.0,0.0,1
CPP_positive_602,4.0,1.0,0.0,0.0,1
CPP_negative_603,6.0,0.0,0.0,0.0,0
CPP_positive_604,6.0,1.0,0.0,0.0,1
CPP_positive_605,5.0,0.0,0.0,0.0,1
CPP_negative_606,5.0,0.0,0.0,0.0,0
CPP_negative_607,4.0,0.0,0.0,0.0,0
CPP_negative_608,7.0,0.0,0.0,0.0,0
CPP_positive_609,6.0,0.0,0.0,0.0,1
CPP_negative_610,4.0,1.0,0.0,0.0,0
CPP_positive_611,11.0,0.0,0.0,0.0,1
CPP_positive_612,5.0,0.0,0.0,0.0,1
CPP_negative_613,4.0,0.0,0.0,0.0,0
CPP_positive_614,3.0,0.0,0.0,0.0,1
CPP_negative_615,3.0,1.0,0.0,0.0,0
CPP_negative_616,6.0,0.0,0.0,0.0,0
CPP_negative_617,4.0,0.0,0.0,0.0,0
CPP_positive_618,3.0,1.0,0.0,0.0,1
CPP_positive_619,6.0,0.0,0.0,0.0,1
CPP_negative_620,3.0,0.0,1.0,0.0,0
CPP_negative_621,4.0,0.0,0.0,0.0,0
CPP_positive_622,4.0,0.0,1.0,0.0,1
CPP_negative_623,4.0,0.0,0.0,0.0,0
CPP_positive_624,5.0,0.0,1.0,0.0,1
CPP_negative_625,9.0,0.0,0.0,0.0,0
CPP_negative_626,5.0,0.0,0.0,0.0,0
CPP_positive_627,11.0,0.0,0.0,0.0,1
CPP_positive_628,10.0,1.0,0.0,0.0,1
CPP_negative_629,8.0,0.0,1.0,0.0,0
CPP_positive_630,6.0,0.0,0.0,0.0,1
CPP_negative_631,7.0,0.0,2.0,0.0,0
CPP_positive_632,4.0,0.0,0.0,0.0,1
CPP_negative_633,4.0,0.0,0.0,0.0,0
CPP_positive_634,4.0,1.0,1.0,0.0,1
CPP_positive_635,8.0,2.0,0.0,0.0,1
CPP_negative_636,6.0,0.0,0.0,0.0,0
CPP_positive_637,5.0,0.0,0.0,0.0,1
CPP_negative_638,4.0,1.0,1.0,2.0,0
CPP_negative_639,5.0,0.0,0.0,0.0,0
CPP_negative_640,12.0,1.0,1.0,0.0,0
CPP_positive_641,8.0,1.0,1.0,0.0,1
CPP_negative_642,12.0,0.0,0.0,0.0,0
CPP_positive_643,7.0,0.0,0.0,0.0,1
CPP_negative_644,4.0,0.0,1.0,0.0,0
CPP_negative_645,2.0,1.0,0.0,1.0,0
CPP_negative_646,15.0,0.0,0.0,0.0,0
CPP_positive_647,5.0,0.0,0.0,0.0,1
CPP_positive_648,4.0,0.0,0.0,0.0,1
CPP_positive_649,6.0,0.0,0.0,0.0,1
CPP_negative_650,4.0,0.0,0.0,0.0,0
CPP_negative_651,13.0,0.0,0.0,0.0,0
CPP_negative_652,8.0,0.0,0.0,0.0,0
CPP_negative_653,11.0,0.0,0.0,0.0,0
CPP_positive_654,7.0,0.0,0.0,0.0,1
CPP_negative_655,6.0,0.0,0.0,0.0,0
CPP_negative_656,4.0,0.0,0.0,0.0,0
CPP_negative_657,11.0,0.0,0.0,0.0,0
CPP_negative_658,5.0,0.0,0.0,0.0,0
CPP_negative_659,6.0,0.0,0.0,0.0,0
CPP_positive_660,9.0,1.0,1.0,0.0,1
CPP_negative_661,6.0,1.0,0.0,0.0,0
CPP_negative_662,6.0,0.0,0.0,0.0,0
CPP_positive_663,5.0,0.0,0.0,0.0,1
CPP_negative_664,3.0,1.0,0.0,0.0,0
CPP_negative_665,5.0,0.0,0.0,0.0,0
CPP_negative_666,6.0,0.0,0.0,0.0,0
CPP_positive_667,7.0,1.0,0.0,0.0,1
CPP_positive_668,2.0,0.0,1.0,0.0,1
CPP_positive_669,4.0,0.0,0.0,1.0,1
CPP_negative_670,7.0,0.0,0.0,0.0,0
CPP_positive_671,10.0,0.0,1.0,0.0,1
CPP_negative_672,4.0,0.0,2.0,1.0,0
CPP_positive_673,7.0,1.0,0.0,1.0,1
CPP_negative_674,7.0,1.0,0.0,0.0,0
CPP_negative_675,5.0,0.0,0.0,0.0,0
CPP_positive_676,3.0,0.0,0.0,0.0,1
CPP_positive_677,4.0,0.0,1.0,0.0,1
CPP_positive_678,6.0,0.0,0.0,0.0,1
CPP_negative_679,5.0,0.0,0.0,0.0,0
CPP_negative_680,5.0,0.0,0.0,0.0,0
CPP_positive_681,6.0,0.0,0.0,0.0,1
CPP_positive_682,4.0,0.0,0.0,0.0,1
CPP_positive_683,5.0,0.0,0.0,0.0,1
CPP_positive_684,4.0,1.0,0.0,0.0,1
CPP_positive_685,6.0,0.0,0.0,0.0,1
CPP_negative_686,4.0,0.0,0.0,0.0,0
CPP_negative_687,7.0,0.0,0.0,0.0,0
CPP_negative_688,13.0,0.0,0.0,0.0,0
CPP_negative_689,3.0,1.0,1.0,0.0,0
CPP_positive_690,6.0,0.0,0.0,0.0,1
CPP_positive_691,8.0,0.0,1.0,0.0,1
CPP_positive_692,11.0,1.0,1.0,0.0,1
CPP_negative_693,5.0,0.0,0.0,0.0,0
CPP_negative_694,11.0,0.0,0.0,0.0,0
CPP_positive_695,10.0,0.0,1.0,0.0,1
CPP_negative_696,10.0,0.0,0.0,0.0,0
CPP_negative_697,10.0,1.0,1.0,0.0,0
CPP_positive_698,10.0,0.0,0.0,0.0,1
CPP_positive_699,5.0,0.0,0.0,0.0,1
CPP_positive_700,7.0,1.0,0.0,0.0,1
CPP_negative_701,9.0,0.0,0.0,0.0,0
CPP_positive_702,5.0,1.0,1.0,0.0,1
CPP_negative_703,6.0,0.0,0.0,0.0,0
CPP_positive_704,10.0,0.0,0.0,0.0,1
CPP_positive_705,5.0,0.0,0.0,0.0,1
CPP_positive_706,5.0,0.0,1.0,0.0,1
CPP_positive_707,10.0,0.0,0.0,0.0,1
CPP_positive_708,13.0,0.0,0.0,0.0,1
CPP_negative_709,4.0,0.0,0.0,0.0,0
CPP_negative_710,13.0,0.0,0.0,0.0,0
CPP_positive_711,2.0,1.0,1.0,0.0,1
CPP_positive_712,4.0,0.0,0.0,0.0,1
CPP_positive_713,6.0,0.0,0.0,0.0,1
CPP_negative_714,9.0,0.0,0.0,0.0,0
CPP_negative_715,3.0,1.0,0.0,0.0,0
CPP_positive_716,4.0,1.0,0.0,0.0,1
CPP_positive_717,5.0,0.0,0.0,0.0,1
CPP_negative_718,7.0,0.0,0.0,0.0,0
CPP_positive_719,3.0,1.0,1.0,0.0,1
CPP_positive_720,8.0,0.0,0.0,0.0,1
CPP_positive_721,7.0,0.0,0.0,0.0,1
CPP_negative_722,10.0,0.0,0.0,0.0,0
CPP_positive_723,7.0,0.0,0.0,1.0,1
CPP_negative_724,10.0,0.0,0.0,0.0,0
CPP_negative_725,4.0,0.0,0.0,0.0,0
CPP_positive_726,5.0,0.0,1.0,0.0,1
CPP_positive_727,8.0,0.0,0.0,0.0,1
CPP_positive_728,9.0,0.0,0.0,0.0,1
CPP_negative_729,9.0,0.0,0.0,0.0,0
CPP_positive_730,4.0,1.0,0.0,0.0,1
CPP_positive_731,4.0,0.0,0.0,0.0,1
CPP_positive_732,6.0,0.0,0.0,0.0,1
CPP_negative_733,19.0,0.0,1.0,0.0,0
